library_id,rm_id,input_ng,enrich_kit,preparation_kit,fragment_method,fragment_selection,fragment_range,pcr_cycle,preparation_date,spike_in,qc_concentration,qc_size,preparation_method,experiment,batch,preparation_site,stranded
library_GSM1157418,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157419,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157420,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157421,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157422,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157423,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157424,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157425,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157426,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157427,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157428,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157429,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157430,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157431,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157432,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157433,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157434,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157435,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157436,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157437,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157438,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157439,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157440,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157441,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157442,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157443,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157444,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157445,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157446,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157447,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157448,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157449,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157450,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157451,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157452,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157453,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157454,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157455,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157456,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157457,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157458,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157459,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157460,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157461,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157462,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157463,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157464,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157465,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157466,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157467,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157468,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157469,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157470,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157471,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157472,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157473,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157474,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157475,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157476,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157477,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157478,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157479,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157480,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157541,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157542,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157543,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157544,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157545,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157546,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157547,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157548,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157549,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157550,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157551,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157552,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157553,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157554,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157555,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157556,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157557,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157558,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157559,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157560,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157561,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157562,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157563,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157564,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157565,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157566,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157567,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157568,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157569,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157570,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157571,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157572,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157573,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157574,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157575,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157576,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157577,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157578,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157579,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157580,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157581,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157582,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157583,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157584,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157585,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157586,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157587,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157588,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157589,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157590,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157591,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157592,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157593,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157594,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157595,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157596,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157597,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157598,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157599,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157600,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157601,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157602,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157603,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157604,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157605,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157606,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157607,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157608,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157609,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157610,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157611,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157612,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157613,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157614,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157615,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157616,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157617,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157618,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157619,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157620,Sample A,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1,,,PolyA,GSE47774,,NA,
library_GSM1157621,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157622,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157623,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
